unified_sample_key	raw_file_name	raw_file_path	branch_A_cluster_label	branch_B_cluster_label	branch_C_cluster_label	branch_only_consensus_class	confidence_or_agreement_score	notes
310	8480f10c-26ec-42d1-8754-ff8cb744978e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/8480f10c-26ec-42d1-8754-ff8cb744978e.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
311	d98b999b-c625-4970-9b6a-533e7a4b7a0f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d98b999b-c625-4970-9b6a-533e7a4b7a0f.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
312	c2bc46d6-7065-44ff-a21a-7a3676990fdb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c2bc46d6-7065-44ff-a21a-7a3676990fdb.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
313	def5d534-0efd-450c-bde0-f69abbe48f7c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/def5d534-0efd-450c-bde0-f69abbe48f7c.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
314	84ec66a6-0ea7-4a37-ad5f-f41f5cad1ecc.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/84ec66a6-0ea7-4a37-ad5f-f41f5cad1ecc.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
315	c7648754-3563-4d93-8107-d64def41fd4b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c7648754-3563-4d93-8107-d64def41fd4b.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
316	671d7eb7-92fc-4318-be85-e48f7d868225.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/671d7eb7-92fc-4318-be85-e48f7d868225.rna_seq.augmented_star_gene_counts.tsv	3	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
317	a0910cd1-f12f-4215-bd3a-db593c810dc2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a0910cd1-f12f-4215-bd3a-db593c810dc2.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
318	f8e0df1c-94bc-4e0f-b45e-51aa187c04d8.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f8e0df1c-94bc-4e0f-b45e-51aa187c04d8.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
319	0d3fac43-2d9d-4904-9650-40fd7af2942b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0d3fac43-2d9d-4904-9650-40fd7af2942b.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
320	9c71c75f-8b3c-487e-beb8-d372875b2b2d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9c71c75f-8b3c-487e-beb8-d372875b2b2d.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
321	c6080974-048f-45f4-97bf-9e4fdcaf09ee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c6080974-048f-45f4-97bf-9e4fdcaf09ee.rna_seq.augmented_star_gene_counts.tsv	3	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
322	fd950816-2bc3-4e25-90b4-6a6a049cd809.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/fd950816-2bc3-4e25-90b4-6a6a049cd809.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
323	55205481-335e-44c1-885a-fa5a33bd7edf.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/55205481-335e-44c1-885a-fa5a33bd7edf.rna_seq.augmented_star_gene_counts.tsv	2	2	0	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
324	d2b6a1a6-ed16-4374-8b28-912237ed87c2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d2b6a1a6-ed16-4374-8b28-912237ed87c2.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
325	dad61e18-e3f1-4beb-b3c3-ae434e35af2d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/dad61e18-e3f1-4beb-b3c3-ae434e35af2d.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
326	2c3f2491-4d3b-41da-9866-94644fc8d102.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2c3f2491-4d3b-41da-9866-94644fc8d102.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
327	917fa61d-4556-42a0-bc3a-449ef1b29886.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/917fa61d-4556-42a0-bc3a-449ef1b29886.rna_seq.augmented_star_gene_counts.tsv	2	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
